CPU Utilized,Total Disk Space,Used Space in Disk,Free Space in Disk,Bytes Received,Bytes Sent,Total Bytes,Download Speed,Upload Speed,Latency
6.9,952,124,827,474193610,152106270,626299880,7.933745686262204,4.867957677716094,30.61
